ts_unix,from,msg_id,alg,stanza_bytes,body_bytes,pk_b64_bytes,sig_b64_bytes,verify_time_ms,verify_ok
1770222604.1080565,emisor@localhost/f5rfdCvYqZ-d,3bf1bf2059404349a0bd75f90e9d7d30,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2777150000383699,1
1770222604.3979604,emisor@localhost/f5rfdCvYqZ-d,2b7042906cc34885ab9db205cbd17a69,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.25737900000422087,1
1770222604.6979952,emisor@localhost/f5rfdCvYqZ-d,9102fee061bc42bd8a2832fb8768b2fb,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.28942099993400916,1
1770222604.9980695,emisor@localhost/f5rfdCvYqZ-d,667a428106264c8db58dba6aac1bdeab,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.31325700001616497,1
1770222605.288012,emisor@localhost/f5rfdCvYqZ-d,9c497f8571604188914362c869593590,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.31154600014815514,1
1770222605.5981512,emisor@localhost/f5rfdCvYqZ-d,9c731707fa5047128f88ec99e65b516e,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2809479999541509,1
1770222605.908074,emisor@localhost/f5rfdCvYqZ-d,d86846df31c744d58641b3d5ffe87928,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.27270300006421166,1
1770222606.1979957,emisor@localhost/f5rfdCvYqZ-d,d90a83d0e6fb4b92ace21dfc516e67e0,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.3028950000043551,1
1770222606.4979823,emisor@localhost/f5rfdCvYqZ-d,d7601fe254294d4f82264f4786109298,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.26436899997861474,1
1770222606.8083599,emisor@localhost/f5rfdCvYqZ-d,dd1904107f1f43b3bf92647290b88860,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.34447799998815753,1
1770222607.1183481,emisor@localhost/f5rfdCvYqZ-d,e6f2426e3a1e4c74ba391dd89eb56ac0,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.34393299984003534,1
1770222607.4381135,emisor@localhost/f5rfdCvYqZ-d,e71f97f95b8a403a85996e210fb8ea6f,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.3417289999561035,1
1770222607.7581766,emisor@localhost/f5rfdCvYqZ-d,29549d1ee83c49ea8f230139ea423e58,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.3659699998479482,1
1770222608.048174,emisor@localhost/f5rfdCvYqZ-d,4f664664790a40bb9c32b0a46d34cb9e,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.35144699995726114,1
1770222608.3780751,emisor@localhost/f5rfdCvYqZ-d,861600037773473aa2b74e6173739b05,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2687189999051043,1
1770222608.7279866,emisor@localhost/f5rfdCvYqZ-d,91a0b799535a4312b26f00a6e480fde2,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2647149999575049,1
1770222609.0682428,emisor@localhost/f5rfdCvYqZ-d,bbf921dc712e4b788b3009ac1f32f1fe,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.34196700016764225,1
1770222609.378004,emisor@localhost/f5rfdCvYqZ-d,49946f9204564af2b4069e564cdba23c,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.26053300007333746,1
1770222609.7082276,emisor@localhost/f5rfdCvYqZ-d,ef02c129486d4ba8bb6e2b35e4523a6f,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.3274980001606309,1
1770222609.9983177,emisor@localhost/f5rfdCvYqZ-d,0ef28ecce4d440c39693ca9fbae5cae7,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.37102500004948524,1
1770222610.3184164,emisor@localhost/f5rfdCvYqZ-d,8acf1d559a4e4381b3d3281d36a457ed,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.3760969998438668,1
1770222610.6379743,emisor@localhost/f5rfdCvYqZ-d,85727268443041c99a2e06d647b0652a,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2651209999839921,1
1770222610.9279625,emisor@localhost/f5rfdCvYqZ-d,6a4fb93bcd884590908a1c033c88da0e,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2589799998986564,1
1770222611.268263,emisor@localhost/f5rfdCvYqZ-d,e5485f2e64b644cb932f72f3808b6d4a,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.32555999996475293,1
1770222611.6081686,emisor@localhost/f5rfdCvYqZ-d,b5d45782de664a41b4c6158952645a1d,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.3468229999725736,1
1770222611.9185185,emisor@localhost/f5rfdCvYqZ-d,0e0320ec32614429aa448f2e21fe0460,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.3613919998315396,1
1770222612.2581244,emisor@localhost/f5rfdCvYqZ-d,b748ca9765504f0b9c3f7e439c9a406f,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.3182209998158214,1
1770222612.5679398,emisor@localhost/f5rfdCvYqZ-d,990d9bd851ac46d8ac3b29276c67d415,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.25943500008906994,1
1770222612.8679512,emisor@localhost/f5rfdCvYqZ-d,49ecc0c53d864c8d842f0d7ee5bfb917,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.26789100002133637,1
1770222613.5849628,emisor@localhost/f5rfdCvYqZ-d,36a735dfeaf74d708bd6233027c6092b,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2710159999423922,1
1770222613.885052,emisor@localhost/f5rfdCvYqZ-d,9e79d9c770f04c26bf4ce4016fdbdcb0,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2627779999784252,1
1770222614.2251723,emisor@localhost/f5rfdCvYqZ-d,9fede6d1d1b34db492221efe9fb258b3,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.3364789999977802,1
1770222614.5251346,emisor@localhost/f5rfdCvYqZ-d,f30fe88b5e84492c8ff921471683fa6e,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.3076089999467513,1
1770222614.8451025,emisor@localhost/f5rfdCvYqZ-d,f985ec61931a4d7ab17d686860ff0655,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.28338800007077225,1
1770222615.1651564,emisor@localhost/f5rfdCvYqZ-d,fcb3cd00b9284eebb26ecad45994beb6,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.3817750000507658,1
1770222615.4749951,emisor@localhost/f5rfdCvYqZ-d,27013f8fef5649b79c2a597b97564f4c,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2676439999049762,1
1770222615.7650135,emisor@localhost/f5rfdCvYqZ-d,7c6c4fe496224a04a7df08cc504fcf30,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.26751500013233454,1
1770222616.0851254,emisor@localhost/f5rfdCvYqZ-d,80d3b2d46e3248f1b8af7048ff2234ac,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.3251440000440198,1
1770222616.3850183,emisor@localhost/f5rfdCvYqZ-d,a38adea5df8347f795294cd7d05506b6,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2784929999961605,1
1770222616.675018,emisor@localhost/f5rfdCvYqZ-d,13a89aed0fff4a4eb5f6297dd6b7796c,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.276841999948374,1
1770222616.9748766,emisor@localhost/f5rfdCvYqZ-d,781db031d607499597419fbd1989063d,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2758619998530776,1
1770222617.2750866,emisor@localhost/f5rfdCvYqZ-d,37604e867cf849cfb2239de3bb84a0df,SPHINCS+-SHA2-128s-simple,10927,36,44,10476,0.2954210001462343,1
